bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,receiptId,rec_createDate,rec_ScannedDate,rec_finishedDate,rec_modifyDate,pointsAwardedDate,purchaseDate,receipt_ids
45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.00,5fff4beedf9ace121f0c17ea,5fff4c8e0a720f05f3000025,1970-01-01 00:26:50.566798000,1970-01-01 00:26:50.566798000,1970-01-01 00:26:50.566798000,1970-01-01 00:26:50.566798000,1970-01-01 00:26:50.566798000,1970-01-01 00:26:50.480398000,238
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,10.00,5fff4beedf9ace121f0c17ea,5fff4c810a720f05f3000023,1970-01-01 00:26:50.566785000,1970-01-01 00:26:50.566785000,1970-01-01 00:26:50.566786000,1970-01-01 00:26:50.566786000,1970-01-01 00:26:50.566786000,1970-01-01 00:26:50.480385000,239
5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8a0a7214ad4c000025,1970-01-01 00:26:50.566794000,1970-01-01 00:26:50.566794000,1970-01-01 00:26:50.566795000,1970-01-01 00:26:50.566795000,1970-01-01 00:26:50.566795000,1970-01-01 00:26:50.258400000,240
5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8c0a7214ad4c000026,1970-01-01 00:26:50.566796000,1970-01-01 00:26:50.566796000,1970-01-01 00:26:50.566797000,1970-01-01 00:26:50.566797000,1970-01-01 00:26:50.566797000,1970-01-01 00:26:49.567200000,241
,,250.0,5.0,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,5fff564d0a720f05f3000038,1970-01-01 00:26:50.569293000,1970-01-01 00:26:50.569293000,1970-01-01 00:26:50.569293000,1970-01-01 00:26:50.569293000,1970-01-01 00:26:50.569293000,1970-01-01 00:26:50.258400000,242
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",295.0,2.0,FINISHED,2.00,5fff2698b3348b03eb45bb10,5fff26cb0a7214ad4c00000e,1970-01-01 00:26:50.557131000,1970-01-01 00:26:50.557131000,1970-01-01 00:26:50.557133000,1970-01-01 00:26:50.557133000,1970-01-01 00:26:50.557133000,1970-01-01 00:26:50.470731000,243
45.0,COMPLETE_PARTNER_RECEIPT,100.0,1.0,FINISHED,0.99,5fff4beedf9ace121f0c17ea,5fff4ca90a720f05f300002a,1970-01-01 00:26:50.566825000,1970-01-01 00:26:50.566825000,1970-01-01 00:26:50.566826000,1970-01-01 00:26:50.566826000,1970-01-01 00:26:50.566826000,1970-01-01 00:26:50.566825000,244
5.0,All-receipts receipt bonus,305.0,1.0,FINISHED,1.00,5fff0f4fb3348b03eb45abb0,5fff0f8c0a7214ad28006e32,1970-01-01 00:26:50.551180000,1970-01-01 00:26:50.551180000,1970-01-01 00:26:50.551180000,1970-01-01 00:26:50.551180000,1970-01-01 00:26:50.551180000,1970-01-01 00:26:50.464780000,245
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,50.00,5fff2698b3348b03eb45bb10,5fff26990a720f05f300000b,1970-01-01 00:26:50.557081000,1970-01-01 00:26:50.557081000,1970-01-01 00:26:50.557984000,1970-01-01 00:26:50.557984000,1970-01-01 00:26:50.557084000,1970-01-01 00:26:50.409600000,246
5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,22.00,5fff26bfb3348b03eb45bb32,5fff26c40a720f05f3000014,1970-01-01 00:26:50.557124000,1970-01-01 00:26:50.557124000,1970-01-01 00:26:50.557125000,1970-01-01 00:26:50.557129000,1970-01-01 00:26:50.557125000,1970-01-01 00:26:50.496000000,247
5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,5fff2698b3348b03eb45bb10,5fff26d70a7214ad4c00000f,1970-01-01 00:26:50.557143000,1970-01-01 00:26:50.557143000,1970-01-01 00:26:50.557149000,1970-01-01 00:26:50.557149000,1970-01-01 00:26:50.557143000,1970-01-01 00:26:50.470743000,248
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,22.00,5fff26bfb3348b03eb45bb32,5fff26c60a7214ad4c00000c,1970-01-01 00:26:50.557126000,1970-01-01 00:26:50.557126000,1970-01-01 00:26:50.557126000,1970-01-01 00:26:50.557131000,1970-01-01 00:26:50.557126000,1970-01-01 00:26:50.496000000,249
45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,5fff0f990a7214ad28006e36,1970-01-01 00:26:50.551193000,1970-01-01 00:26:50.551193000,1970-01-01 00:26:50.551195000,1970-01-01 00:26:50.551195000,1970-01-01 00:26:50.551195000,1970-01-01 00:26:50.464793000,250
5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,5fff566e0a720f05f300003f,1970-01-01 00:26:50.569326000,1970-01-01 00:26:50.569326000,1970-01-01 00:26:50.569326000,1970-01-01 00:26:50.569326000,1970-01-01 00:26:50.569326000,1970-01-01 00:26:50.085600000,251
,,8700.0,10.0,FLAGGED,290.00,5fff2698b3348b03eb45bb10,5fff26f10a7214ad4c000018,1970-01-01 00:26:50.557169000,1970-01-01 00:26:50.557169000,,1970-01-01 00:26:50.557169000,,1970-01-01 00:26:53.235569000,252
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,5fff4c710a7214ad4c00001d,1970-01-01 00:26:50.566769000,1970-01-01 00:26:50.566769000,1970-01-01 00:26:50.566771000,1970-01-01 00:26:50.566771000,1970-01-01 00:26:50.566771000,1970-01-01 00:26:49.443569000,253
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,5fff562e0a720f05f300002f,1970-01-01 00:26:50.569262000,1970-01-01 00:26:50.569262000,1970-01-01 00:26:50.569263000,1970-01-01 00:26:50.569263000,1970-01-01 00:26:50.569263000,1970-01-01 00:26:49.446062000,254
,,91.2,4.0,FINISHED,18.20,5fff4beedf9ace121f0c17ea,5fff4c960a720f05f3000027,1970-01-01 00:26:50.566806000,1970-01-01 00:26:50.566806000,1970-01-01 00:26:50.566807000,1970-01-01 00:26:50.566807000,1970-01-01 00:26:50.566807000,1970-01-01 00:26:50.480406000,255
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FINISHED,1.00,5fff4c7d61ffa811fdb0856f,5fff4c7d0a720f05f3000022,1970-01-01 00:26:50.566781000,1970-01-01 00:26:50.566781000,1970-01-01 00:26:50.566782000,1970-01-01 00:26:50.566782000,1970-01-01 00:26:50.566782000,1970-01-01 00:26:50.480381000,256
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,6000b8770a720f05f3000069,1970-01-01 00:26:50.659959000,1970-01-01 00:26:50.659959000,1970-01-01 00:26:50.659961000,1970-01-01 00:26:50.659961000,1970-01-01 00:26:50.659961000,1970-01-01 00:26:49.536759000,257
5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,21.00,6000d4abe2571211db395b5c,6000d4b10a720f05f3000076,1970-01-01 00:26:50.667185000,1970-01-01 00:26:50.667185000,1970-01-01 00:26:50.667185000,1970-01-01 00:26:50.667190000,1970-01-01 00:26:50.667185000,1970-01-01 00:26:50.582400000,258
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FINISHED,1.00,6000b884fb296c121a81ad3b,6000b8840a720f05f300006c,1970-01-01 00:26:50.659972000,1970-01-01 00:26:50.659972000,1970-01-01 00:26:50.659972000,1970-01-01 00:26:50.659972000,1970-01-01 00:26:50.659972000,1970-01-01 00:26:50.573572000,259
5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,6000b7aefb296c121a8198b1,6000b8280a720f05f3000061,1970-01-01 00:26:50.659880000,1970-01-01 00:26:50.659880000,1970-01-01 00:26:50.659881000,1970-01-01 00:26:50.659881000,1970-01-01 00:26:50.659881000,1970-01-01 00:26:50.344800000,260
45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,6000b8810a7214ad4c00005e,1970-01-01 00:26:50.659969000,1970-01-01 00:26:50.659969000,1970-01-01 00:26:50.659970000,1970-01-01 00:26:50.659970000,1970-01-01 00:26:50.659970000,1970-01-01 00:26:50.573569000,261
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,5.0,FINISHED,50.00,6000d46cfb296c121a81b20c,6000d48d0a7214ad4c000063,1970-01-01 00:26:50.667149000,1970-01-01 00:26:50.667149000,1970-01-01 00:26:50.668051000,1970-01-01 00:26:50.668051000,1970-01-01 00:26:50.667151000,1970-01-01 00:26:50.496000000,262
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,20.00,6000d4abe2571211db395b5c,6000d4b00a7214ad4c00006c,1970-01-01 00:26:50.667184000,1970-01-01 00:26:50.667184000,1970-01-01 00:26:50.667184000,1970-01-01 00:26:50.667189000,1970-01-01 00:26:50.667184000,1970-01-01 00:26:50.582400000,263
,,,3.0,REJECTED,3.00,6000d46cfb296c121a81b20c,6000d4d30a720f05f3000081,1970-01-01 00:26:50.667219000,1970-01-01 00:26:50.667219000,,1970-01-01 00:26:50.667219000,,1970-01-01 00:25:09.321600000,264
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,6000b87d0a7214ad4c00005d,1970-01-01 00:26:50.659965000,1970-01-01 00:26:50.659965000,1970-01-01 00:26:50.659966000,1970-01-01 00:26:50.659966000,1970-01-01 00:26:50.659966000,1970-01-01 00:26:50.573565000,265
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",682.4,21.0,FINISHED,84.78,5e27526d0bdb6a138c32b556,6000b2be0a7214ad4c00004d,1970-01-01 00:26:50.658494000,1970-01-01 00:26:50.658494000,1970-01-01 00:26:50.658502000,1970-01-01 00:26:50.660204000,1970-01-01 00:26:50.658502000,1970-01-01 00:26:50.582400000,266
,,837.4,21.0,FINISHED,101.75,5e27526d0bdb6a138c32b556,6000c8460a720f05f300006f,1970-01-01 00:26:50.664006000,1970-01-01 00:26:50.664006000,1970-01-01 00:26:50.664015000,1970-01-01 00:26:50.664017000,1970-01-01 00:26:50.664015000,1970-01-01 00:26:50.582400000,267
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,4.0,FINISHED,20.00,6000d4abe2571211db395b5c,6000d4ae0a720f05f3000075,1970-01-01 00:26:50.667182000,1970-01-01 00:26:50.667182000,1970-01-01 00:26:50.667183000,1970-01-01 00:26:50.667188000,1970-01-01 00:26:50.667183000,1970-01-01 00:26:50.582400000,268
,,,0.0,FLAGGED,0.00,6000d4aafb296c121a81b27e,6000d4aa0a720f05f3000072,1970-01-01 00:26:50.667178000,1970-01-01 00:26:50.667178000,,1970-01-01 00:26:50.667178000,,,269
,,237.8,21.0,FINISHED,90.36,5e27526d0bdb6a138c32b556,6000b9b70a720f05f300006d,1970-01-01 00:26:50.660279000,1970-01-01 00:26:50.660279000,1970-01-01 00:26:50.660286000,1970-01-01 00:26:50.660289000,1970-01-01 00:26:50.660286000,1970-01-01 00:26:50.582400000,270
25.0,COMPLETE_NONPARTNER_RECEIPT,160.0,2.0,FINISHED,2.00,600056a3f7e5b011fce897b0,600056de0a720f05f3000049,1970-01-01 00:26:50.634974000,1970-01-01 00:26:50.634974000,1970-01-01 00:26:50.634975000,1970-01-01 00:26:50.634975000,1970-01-01 00:26:50.634975000,1970-01-01 00:26:50.548574000,271
,,250.0,5.0,FINISHED,49.95,6000b7aefb296c121a8198b1,6000b82f0a720f05f3000063,1970-01-01 00:26:50.659887000,1970-01-01 00:26:50.659887000,1970-01-01 00:26:50.659887000,1970-01-01 00:26:50.659887000,1970-01-01 00:26:50.659887000,1970-01-01 00:26:50.172000000,272
,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,6000accd0a7214ad4c00004b,1970-01-01 00:26:50.656971381,1970-01-01 00:26:50.656971381,,1970-01-01 00:26:50.656971381,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,2.0,FINISHED,11.00,6000d46cfb296c121a81b20c,6000d4810a720f05f3000070,1970-01-01 00:26:50.667137000,1970-01-01 00:26:50.667137000,1970-01-01 00:26:50.667140000,1970-01-01 00:26:50.667145000,1970-01-01 00:26:50.667138000,1970-01-01 00:26:50.580737000,273
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,6.0,FINISHED,25.00,60005704bd4dff11dda90a9d,600057040a7214ad4c000041,1970-01-01 00:26:50.635012000,1970-01-01 00:26:50.635012000,1970-01-01 00:26:50.635013000,1970-01-01 00:26:50.635017000,1970-01-01 00:26:50.635013000,1970-01-01 00:26:50.582400000,274
5.0,All-receipts receipt bonus,5,1.0,REJECTED,10.00,6000d4b5fb296c121a81b2bd,6000d4b50a720f05f3000078,1970-01-01 00:26:50.667189000,1970-01-01 00:26:50.667189000,,1970-01-01 00:26:50.667194000,,1970-01-01 00:26:50.582400000,275
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.00,6000d4bae2571211db395b9f,6000d4ba0a720f05f300007a,1970-01-01 00:26:50.667194000,1970-01-01 00:26:50.667194000,,1970-01-01 00:26:50.667195000,1970-01-01 00:26:50.667195000,1970-01-01 00:26:50.580794000,276
,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,6000c74b0a7214ad4c000060,1970-01-01 00:26:50.663753595,1970-01-01 00:26:50.663753596,,1970-01-01 00:26:50.663753596,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810.0,5.0,FLAGGED,13.00,600056d6bd4dff11dda90a3f,600056d60a720f05f3000047,1970-01-01 00:26:50.634966000,1970-01-01 00:26:50.634966000,,1970-01-01 00:26:50.634968000,1970-01-01 00:26:50.634968000,1970-01-01 00:26:50.548566000,277
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,1.0,FINISHED,10.00,6000d46cfb296c121a81b20c,6000d4900a7214ad4c000064,1970-01-01 00:26:50.667152000,1970-01-01 00:26:50.667152000,1970-01-01 00:26:50.667153000,1970-01-01 00:26:50.667153000,1970-01-01 00:26:50.667153000,1970-01-01 00:26:49.977600000,278
,,8700.0,10.0,FLAGGED,290.00,6000d46cfb296c121a81b20c,6000d4bc0a7214ad4c000070,1970-01-01 00:26:50.667196000,1970-01-01 00:26:50.667196000,,1970-01-01 00:26:50.667197000,,1970-01-01 00:26:53.345597000,279
,,,4.0,REJECTED,4.00,5e56d38507a0df22a15dfc85,600082b40a720f05f3000058,1970-01-01 00:26:50.646196000,1970-01-01 00:26:50.646196000,,1970-01-01 00:26:50.646391000,,1970-01-01 00:26:50.582400000,280
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,3.0,FINISHED,23.00,6000d4abe2571211db395b5c,6000d4ac0a7214ad4c000069,1970-01-01 00:26:50.667180000,1970-01-01 00:26:50.667180000,1970-01-01 00:26:50.667181000,1970-01-01 00:26:50.667185000,1970-01-01 00:26:50.667181000,1970-01-01 00:26:50.582400000,281
5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,11.00,600056a3f7e5b011fce897b0,600056da0a720f05f3000048,1970-01-01 00:26:50.634970000,1970-01-01 00:26:50.634970000,1970-01-01 00:26:50.634971000,1970-01-01 00:26:50.634976000,1970-01-01 00:26:50.634970000,1970-01-01 00:26:50.548570000,282
5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,18.20,6000b7aefb296c121a8198b1,6000b8590a7214ad4c000057,1970-01-01 00:26:50.659929000,1970-01-01 00:26:50.659929000,1970-01-01 00:26:50.659930000,1970-01-01 00:26:50.659930000,1970-01-01 00:26:50.659930000,1970-01-01 00:26:50.573529000,283
25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FLAGGED,1.00,600056a3f7e5b011fce897b0,600056ea0a720f05f300004b,1970-01-01 00:26:50.634986000,1970-01-01 00:26:50.634986000,,1970-01-01 00:26:50.634986000,,1970-01-01 00:26:50.548586000,284
,,,,SUBMITTED,,6000b75bbe5fc96dfee1d4d3,600205f60a7214ad4c00007b,1970-01-01 00:26:50.745332787,1970-01-01 00:26:50.745332787,,1970-01-01 00:26:50.745332787,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",855.7,86.0,FINISHED,271.63,6000b75bbe5fc96dfee1d4d3,600206000a720f05f3000087,1970-01-01 00:26:50.745344000,1970-01-01 00:26:50.745344000,1970-01-01 00:26:50.745437000,1970-01-01 00:26:50.745447000,1970-01-01 00:26:50.745437000,1970-01-01 00:26:50.150400000,285
,,,,SUBMITTED,,6000b75bbe5fc96dfee1d4d3,6001bb110a720f05f3000085,1970-01-01 00:26:50.726161788,1970-01-01 00:26:50.726161788,,1970-01-01 00:26:50.726161788,,,0
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103.0,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,600208270a720f05f3000088,1970-01-01 00:26:50.745895000,1970-01-01 00:26:50.745895000,1970-01-01 00:26:50.745979000,1970-01-01 00:26:50.745989000,1970-01-01 00:26:50.745979000,1970-01-01 00:26:50.150400000,286
,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,6001e3a80a7214ad4c000078,1970-01-01 00:26:50.736550344,1970-01-01 00:26:50.736550344,,1970-01-01 00:26:50.736550344,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1970-01-01 00:26:50.838896000,1970-01-01 00:26:50.838896000,1970-01-01 00:26:50.839790000,1970-01-01 00:26:50.839900000,1970-01-01 00:26:50.839790000,1970-01-01 00:26:50.755200000,287
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1970-01-01 00:26:50.759823000,1970-01-01 00:26:50.759823000,1970-01-01 00:26:50.760244000,1970-01-01 00:26:50.760290000,1970-01-01 00:26:50.760244000,1970-01-01 00:26:49.804800000,288
,,,,SUBMITTED,,6002475cfb296c121a81b98d,600247cd0a7214ad4c00007e,1970-01-01 00:26:50.762189008,1970-01-01 00:26:50.762189008,,1970-01-01 00:26:50.762189008,,,0
,,,,SUBMITTED,,60025c65fb296c4ef805d9e6,60025eb70a720f05f300008e,1970-01-01 00:26:50.768055941,1970-01-01 00:26:50.768055941,,1970-01-01 00:26:50.768055941,,,0
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",405.7,93.0,FINISHED,373.55,6000b75bbe5fc96dfee1d4d3,60020d2a0a720f05f300008a,1970-01-01 00:26:50.747178000,1970-01-01 00:26:50.747178000,1970-01-01 00:26:50.747385000,1970-01-01 00:26:50.759601000,1970-01-01 00:26:50.747385000,1970-01-01 00:26:50.150400000,289
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1516.9,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7,6002590c0a7214ad4c000082,1970-01-01 00:26:50.766604000,1970-01-01 00:26:50.766604000,1970-01-01 00:26:50.767135000,1970-01-01 00:26:50.767152000,1970-01-01 00:26:50.767135000,1970-01-01 00:26:50.582400000,290
,,,,SUBMITTED,,6002541ae257124ec6b99a3a,600254550a720f05f300008c,1970-01-01 00:26:50.765397711,1970-01-01 00:26:50.765397711,,1970-01-01 00:26:50.765397711,,,0
,,,,SUBMITTED,,60024f24e257124ec6b99a13,60024fa00a7214ad4c00007f,1970-01-01 00:26:50.764192583,1970-01-01 00:26:50.764192583,,1970-01-01 00:26:50.764192583,,,0
,,,,SUBMITTED,,60025c65fb296c4ef805d9e6,60025f550a7214ad4c000084,1970-01-01 00:26:50.768213488,1970-01-01 00:26:50.768213488,,1970-01-01 00:26:50.768213488,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1658.3,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6,60025cb80a720f05f300008d,1970-01-01 00:26:50.767544000,1970-01-01 00:26:50.767544000,1970-01-01 00:26:50.767915000,1970-01-01 00:26:50.767925000,1970-01-01 00:26:50.767915000,1970-01-01 00:26:50.668800000,291
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2685.8,240.0,FINISHED,850.49,60037005e257124ec6b99ec2,600370250a720f05f3000090,1970-01-01 00:26:50.838053000,1970-01-01 00:26:50.838053000,1970-01-01 00:26:50.838543000,1970-01-01 00:26:50.838569000,1970-01-01 00:26:50.838543000,1970-01-01 00:26:50.755200000,292
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",879.1,6.0,FINISHED,30.65,6002541ae257124ec6b99a3a,6002584e0a7214ad4c000081,1970-01-01 00:26:50.766414000,1970-01-01 00:26:50.766414000,1970-01-01 00:26:50.766420000,1970-01-01 00:26:50.766425000,1970-01-01 00:26:50.766420000,1970-01-01 00:26:50.668800000,293
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,3.99,6000b75bbe5fc96dfee1d4d3,60020af60a720f05f3000089,1970-01-01 00:26:50.746614000,1970-01-01 00:26:50.746614000,1970-01-01 00:26:50.746985000,1970-01-01 00:26:50.759601000,1970-01-01 00:26:50.746985000,1970-01-01 00:26:50.668800000,294
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3659.4,309.0,FINISHED,1043.18,60025fe0e257124ec6b99a87,600260210a720f05f300008f,1970-01-01 00:26:50.768417000,1970-01-01 00:26:50.768417000,1970-01-01 00:26:50.768846000,1970-01-01 00:26:50.768851000,1970-01-01 00:26:50.768846000,1970-01-01 00:26:50.668800000,295
,,,,SUBMITTED,,600498c4e257124ec6b9a331,600498e60a720f05f3000093,1970-01-01 00:26:50.914022166,1970-01-01 00:26:50.914022166,,1970-01-01 00:26:50.914022166,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",934.4,39.0,FINISHED,118.05,60037a94fb296c4ef805ddbe,60037b500a7214ad4c000086,1970-01-01 00:26:50.840912000,1970-01-01 00:26:50.840912000,1970-01-01 00:26:50.841795000,1970-01-01 00:26:50.841862000,1970-01-01 00:26:50.841795000,1970-01-01 00:26:50.755200000,296
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",877.7,164.0,FINISHED,574.16,6004a5d3fb296c4ef805e256,6004a5f20a7214ad4c000088,1970-01-01 00:26:50.917362000,1970-01-01 00:26:50.917362000,1970-01-01 00:26:50.917784000,1970-01-01 00:26:50.918055000,1970-01-01 00:26:50.917784000,1970-01-01 00:26:50.150400000,297
,,,,SUBMITTED,,600495c3fb296c4ef805e1fc,600496350a7214ad4c000087,1970-01-01 00:26:50.913333568,1970-01-01 00:26:50.913333568,,1970-01-01 00:26:50.913333568,,,0
,,,,SUBMITTED,,5fa32b4d898c7a11a6bcebce,60048e120a720f05f3000092,1970-01-01 00:26:50.911250431,1970-01-01 00:26:50.911250431,,1970-01-01 00:26:50.911250431,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",922.1,212.0,FINISHED,743.79,60049cdce257124ec6b9a353,60049d9d0a720f05f3000094,1970-01-01 00:26:50.915229000,1970-01-01 00:26:50.915229000,1970-01-01 00:26:50.916036000,1970-01-01 00:26:50.916077000,1970-01-01 00:26:50.916036000,1970-01-01 00:26:49.459200000,298
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",800.0,2.0,FLAGGED,10.00,5fb0a078be5fc9775c1f3945,6005ee0e0a7214ad4c000089,1970-01-01 00:26:51.001356000,1970-01-01 00:26:51.001356000,,1970-01-01 00:26:51.001389000,,1970-01-01 00:26:50.841600000,299
,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,6005b60f0a720f05f3000096,1970-01-01 00:26:50.987021857,1970-01-01 00:26:50.987021857,,1970-01-01 00:26:50.987021857,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1541.8,167.0,FINISHED,574.65,6004a965e257124ec6b9a39f,6004a99e0a720f05f3000095,1970-01-01 00:26:50.918301000,1970-01-01 00:26:50.918301000,1970-01-01 00:26:50.918798000,1970-01-01 00:26:50.982060000,1970-01-01 00:26:50.918798000,1970-01-01 00:26:50.150400000,300
,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,6005f5450a720f05f3000097,1970-01-01 00:26:51.003203747,1970-01-01 00:26:51.003203747,,1970-01-01 00:26:51.003203747,,,0
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FINISHED,1.00,5fb0a078be5fc9775c1f3945,6001f2470a7214ad4c00007a,1970-01-01 00:26:50.740295000,1970-01-01 00:26:50.740295000,1970-01-01 00:26:51.001614000,1970-01-01 00:26:51.001626000,1970-01-01 00:26:51.001614000,1970-01-01 00:26:50.496000000,301
5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,10.00,60074b49325c8a1794623876,60074bbf0a720f05fa000039,1970-01-01 00:26:51.090879000,1970-01-01 00:26:51.090879000,1970-01-01 00:26:51.090880000,1970-01-01 00:26:51.090880000,1970-01-01 00:26:51.090880000,1970-01-01 00:26:51.004479000,302
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1000.0,5.0,FINISHED,49.95,600741d06e6469120a787853,600741fe0a7214ad89000001,1970-01-01 00:26:51.088382000,1970-01-01 00:26:51.088382000,1970-01-01 00:26:51.088386000,1970-01-01 00:26:51.088386000,1970-01-01 00:26:51.088386000,1970-01-01 00:26:50.604000000,303
5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,4.66,60074b49325c8a1794623876,60074b8b0a7214ad89000029,1970-01-01 00:26:51.090827000,1970-01-01 00:26:51.090827000,1970-01-01 00:26:51.090827000,1970-01-01 00:26:51.090827000,1970-01-01 00:26:51.090827000,1970-01-01 00:26:51.004427000,304
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.00,6007423b6e6469120a787c2c,6007423c0a720f05fa000001,1970-01-01 00:26:51.088444000,1970-01-01 00:26:51.088444000,1970-01-01 00:26:51.088445000,1970-01-01 00:26:51.088445000,1970-01-01 00:26:51.088445000,1970-01-01 00:26:51.002044000,305
